sca,age,minutes_90s,tackles_def_3rd,tackles_mid_3rd,assisted_shots,touches_att_pen_area,dribbles_completed,progressive_passes_received,shots_on_target,shots_per90,goals_per_shot,average_shot_distance,shots_free_kicks
14,-0.730606221,0.917604776,3.608281613,-0.012190505,-0.211727977,-0.512313827,-0.543911832,-0.618441206,-0.559908918,-0.250107284,-0.430309732,-1.358797638,-0.219685962
0,1.191297958,-1.189365851,-0.200522325,-0.012190505,-0.710601936,-0.282121279,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,0.129821808,-0.219685962
7,0.470583891,1.403828766,-0.744637173,0.741404354,-0.710601936,-0.512313827,-0.543911832,-0.439837614,-0.559908918,-0.333693663,1.204883608,-0.004590783,-0.219685962
13,-0.730606221,1.97109009,1.43182222,-0.012190505,-0.211727977,-0.282121279,-0.543911832,-0.618441206,-0.559908918,-0.27543649,-0.430309732,-1.375599212,-0.219685962
2,0.470583891,-1.432477847,-0.200522325,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
6,-0.970844244,-0.946253856,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.439837614,-0.559908918,0.053843187,-0.430309732,1.279049461,-0.219685962
2,1.431535981,1.727978095,1.975937068,-0.012190505,0.287145981,1.559419106,-0.543911832,1.524801912,0.306981028,-0.270370649,5.131572374,-1.526813376,-0.219685962
0,1.671774003,0.107231457,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.270955028,-0.219685962
1,-0.250130176,-0.135880538,-0.744637173,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.618441206,-0.559908918,-0.181718428,-0.430309732,-1.207583473,-0.219685962
5,-0.250130176,1.727978095,-0.200522325,-0.765785365,-0.211727977,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,0.341521639,-0.219685962
0,0.470583891,0.107231457,2.520051917,-0.012190505,0.78601994,-0.051928731,0.031298193,-0.7970448,0.306981028,-0.207047634,-0.430309732,2.018318713,-0.219685962
0,2.152250048,0.836567444,-0.744637173,0.741404354,0.78601994,-0.051928731,-0.543911832,1.167594726,-0.559908918,-0.161455064,-0.430309732,-0.367504779,-0.219685962
1,-0.970844244,-1.270403183,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.439837614,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
9,-0.970844244,1.97109009,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,-0.112120856,-0.219685962
5,-0.490368199,-0.865216524,-0.200522325,-0.012190505,0.78601994,0.408456365,0.031298193,0.453180353,0.306981028,0.565493146,-0.430309732,-0.518718944,-0.219685962
0,-0.970844244,0.836567444,-0.744637173,2.248594075,4.278137649,1.099034009,1.181718241,1.703405505,-0.559908918,-0.245041443,-0.430309732,-0.753940978,-0.219685962
0,-0.009892154,-0.784179192,-0.200522325,-0.765785365,-0.710601936,-0.051928731,-0.543911832,-0.26123402,2.04076092,0.532565179,1.405111364,-1.157178752,-0.219685962
5,1.912012026,-0.054843206,-0.200522325,0.741404354,-0.710601936,-0.512313827,-0.543911832,-0.618441206,-0.559908918,-0.19185011,-0.430309732,0.002129847,-0.219685962
14,1.671774003,-0.378992533,-0.744637173,-0.765785365,-0.211727977,-0.282121279,2.33213829,-0.082630427,0.306981028,-0.148790461,-0.430309732,0.153344012,-0.219685962
0,-1.211082266,-0.703141861,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.361683528,-0.219685962
2,-0.009892154,-0.21691787,-0.200522325,-0.765785365,0.78601994,-0.512313827,-0.543911832,0.095973166,-0.559908918,-0.176652587,-0.430309732,1.077430575,-0.219685962
5,0.951059936,-0.378992533,-0.744637173,-0.765785365,1.783767857,0.408456365,0.031298193,0.095973166,-0.559908918,0.218483026,-0.430309732,-0.669933108,-0.219685962
1,0.470583891,1.727978095,-0.744637173,-0.765785365,-0.211727977,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,0.146623381,-0.219685962
3,-0.250130176,0.026194126,0.343592523,-0.012190505,-0.211727977,-0.742506375,0.031298193,-0.7970448,0.306981028,-0.204514713,-0.430309732,2.57277065,-0.219685962
5,1.912012026,-0.703141861,1.975937068,2.248594075,-0.211727977,-0.742506375,-0.543911832,-0.26123402,-0.559908918,-0.333693663,-0.430309732,0.186947159,-0.219685962
1,0.710821913,0.593455448,0.343592523,1.494999215,0.287145981,-0.282121279,-0.543911832,-0.439837614,-0.559908918,-0.237442681,-0.430309732,-0.569123666,-0.219685962
4,-0.490368199,0.917604776,1.43182222,3.755783795,0.78601994,-0.512313827,0.031298193,-0.082630427,-0.559908918,-0.163987983,-0.430309732,0.791803819,-0.219685962
2,-1.691558311,1.727978095,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,-0.021392356,-0.219685962
3,1.191297958,0.755530112,-0.744637173,0.741404354,0.78601994,2.24999675,0.606508217,1.524801912,2.04076092,0.380589943,0.960160795,0.186947159,3.144873818
5,-0.009892154,-0.703141861,1.43182222,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.129821808,-0.219685962
0,0.710821913,0.593455448,2.520051917,-0.012190505,0.287145981,-0.282121279,0.031298193,-0.618441206,0.306981028,-0.042407795,1.405111364,0.489375489,-0.219685962
7,1.431535981,-1.10832852,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,0.297837547,-0.219685962
0,-0.970844244,-1.189365851,-0.744637173,-0.012190505,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.065076449,-0.219685962
17,-1.451320289,0.755530112,-0.200522325,1.494999215,0.287145981,1.329226557,1.181718241,0.453180353,1.173870974,-0.06267116,1.405111364,-1.459607081,-0.219685962
1,-0.730606221,-1.10832852,-0.744637173,-0.012190505,-0.710601936,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,0.274315344,-0.219685962
0,0.230345869,0.755530112,-0.200522325,1.494999215,0.287145981,-0.742506375,0.606508217,-0.082630427,-0.559908918,-0.245041443,-0.430309732,2.455159634,-0.219685962
5,1.431535981,-1.189365851,-0.200522325,-0.765785365,0.287145981,-0.051928731,-0.543911832,0.095973166,-0.559908918,-0.333693663,-0.430309732,-0.236452503,-0.219685962
1,-0.009892154,-1.189365851,-0.744637173,-0.765785365,-0.211727977,-0.512313827,-0.543911832,-0.7970448,-0.559908918,0.357793657,-0.430309732,-0.249893761,-0.219685962
4,-1.211082266,-1.270403183,-0.200522325,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,-0.569123666,-0.219685962
2,1.431535981,-0.865216524,-0.200522325,-0.012190505,-0.211727977,-0.512313827,0.031298193,-0.439837614,-0.559908918,-0.333693663,-0.430309732,-0.36078415,-0.219685962
3,-0.730606221,-0.297955202,-0.200522325,-0.012190505,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,0.003184775,-0.430309732,-0.182687466,-0.219685962
0,1.431535981,-0.703141861,-0.200522325,0.741404354,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.670832488,-0.219685962
1,-1.691558311,0.107231457,-0.744637173,-0.012190505,0.78601994,0.868841461,-0.543911832,0.810387539,-0.559908918,-0.207047634,-0.430309732,-1.056369308,-0.219685962
6,0.710821913,-0.703141861,-0.744637173,-0.765785365,-0.211727977,0.408456365,-0.543911832,-0.7970448,0.306981028,0.40845207,1.405111364,-1.459607081,-0.219685962
4,-1.691558311,0.917604776,0.887707372,2.248594075,1.284893899,0.178263817,0.031298193,-0.082630427,0.306981028,0.256476834,-0.430309732,2.555969076,-0.219685962
3,-1.691558311,-1.10832852,-0.744637173,0.741404354,-0.710601936,-0.742506375,0.606508217,-0.439837614,-0.559908918,0.139962486,-0.430309732,2.606373799,-0.219685962
3,0.710821913,0.431380785,-0.744637173,-0.765785365,-0.211727977,2.019804202,0.031298193,1.703405505,0.306981028,-0.01961151,1.405111364,-0.115481171,-0.219685962
14,-0.730606221,0.107231457,0.343592523,-0.012190505,-0.211727977,1.559419106,-0.543911832,1.346198319,-0.559908918,-0.207047634,-0.430309732,0.086137716,-0.219685962
3,0.710821913,-0.946253856,-0.744637173,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.439837614,-0.559908918,0.015849378,-0.430309732,-1.190781899,-0.219685962
2,-1.211082266,-1.351440515,-0.744637173,-0.765785365,-0.211727977,-0.512313827,-0.543911832,-0.439837614,-0.559908918,-0.333693663,-0.430309732,-0.545601461,-0.219685962
5,0.710821913,0.917604776,0.343592523,-0.765785365,-0.211727977,1.329226557,0.031298193,0.810387539,-0.559908918,-0.163987983,-0.430309732,-0.401107927,-0.219685962
0,0.951059936,-1.432477847,-0.744637173,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.236452503,-0.219685962
2,0.710821913,-0.703141861,0.343592523,-0.765785365,-0.211727977,-0.512313827,-0.543911832,-0.7970448,-0.559908918,0.400853307,-0.430309732,1.396660479,-0.219685962
2,-1.211082266,0.107231457,2.520051917,-0.012190505,-0.710601936,-0.742506375,0.606508217,-0.7970448,-0.559908918,-0.207047634,-0.430309732,1.850302974,-0.219685962
0,-0.490368199,-0.378992533,-0.744637173,-0.012190505,1.284893899,-0.282121279,-0.543911832,0.274576759,0.306981028,0.205818423,-0.430309732,0.086137716,-0.219685962
2,-0.250130176,1.646940763,1.43182222,3.002188935,1.284893899,-0.051928731,1.181718241,-0.082630427,0.306981028,-0.204514713,2.350631321,-0.602726813,-0.219685962
1,0.710821913,0.917604776,0.343592523,-0.765785365,-0.211727977,-0.051928731,-0.543911832,-0.7970448,-0.559908918,-0.250107284,-0.430309732,-1.560416525,-0.219685962
5,0.470583891,-0.703141861,-0.744637173,-0.012190505,1.284893899,0.638648913,0.031298193,-0.082630427,0.306981028,0.157692931,-0.430309732,-1.510011802,-0.219685962
9,-0.490368199,-1.189365851,-0.744637173,-0.765785365,-0.710601936,-0.282121279,-0.543911832,-0.26123402,0.306981028,0.28180604,-0.430309732,-1.375599212,-0.219685962
2,-0.490368199,0.512418117,-0.200522325,-0.765785365,0.287145981,-0.282121279,0.031298193,0.988991132,0.306981028,-0.232376839,-0.430309732,4.840983124,-0.219685962
6,-0.490368199,1.079679439,-0.200522325,4.509378655,-0.211727977,0.638648913,1.181718241,2.417819878,0.306981028,-0.252640205,5.131572374,-0.031473301,-0.219685962
0,-2.172034356,-1.10832852,-0.744637173,0.741404354,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.274315344,-0.219685962
4,1.431535981,-1.270403183,-0.744637173,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.082630427,0.306981028,0.509768893,-0.430309732,1.480668348,3.144873818
5,-2.172034356,-1.432477847,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.065076449,-0.219685962
0,-0.009892154,-0.946253856,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.618441206,-0.559908918,0.02344814,-0.430309732,2.186334452,-0.219685962
1,-0.009892154,-1.351440515,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,1.049150909,-1.147097807,-0.219685962
0,0.951059936,-0.703141861,-0.744637173,-0.012190505,-0.211727977,-0.742506375,-0.543911832,-0.439837614,-0.559908918,-0.333693663,-0.430309732,0.220550307,-0.219685962
2,-0.490368199,-1.027291188,-0.744637173,-0.765785365,0.287145981,0.408456365,-0.543911832,-0.082630427,-0.559908918,0.527499337,-0.430309732,0.522978636,-0.219685962
0,0.230345869,-0.541067197,0.343592523,-0.012190505,0.78601994,0.408456365,-0.543911832,0.988991132,2.04076092,0.299536484,3.296151279,-1.375599212,-0.219685962
3,-0.730606221,-0.541067197,-0.200522325,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.123461254,-0.430309732,-2.064463741,-0.219685962
2,-1.691558311,-0.865216524,-0.200522325,-0.012190505,-0.710601936,-0.742506375,-0.543911832,-0.082630427,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
4,0.230345869,0.917604776,0.343592523,-0.012190505,0.287145981,0.638648913,1.756928265,0.274576759,0.306981028,-0.163987983,-0.430309732,-0.434711074,-0.219685962
1,-0.490368199,-0.784179192,-0.744637173,-0.765785365,0.287145981,1.099034009,-0.543911832,0.810387539,3.774540812,1.294974276,2.350631321,-1.123575603,-0.219685962
3,-0.490368199,1.727978095,-0.200522325,3.002188935,0.287145981,-0.051928731,0.031298193,0.095973166,2.04076092,0.046244425,-0.430309732,0.640589654,-0.219685962
3,-1.211082266,-0.703141861,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.088598653,-0.219685962
2,-1.451320289,1.484866099,0.343592523,3.002188935,0.78601994,0.178263817,0.031298193,-0.618441206,-0.559908918,-0.265304807,-0.430309732,2.035120287,-0.219685962
6,0.710821913,-1.027291188,-0.200522325,-0.012190505,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
0,-0.490368199,0.917604776,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.012210791,-0.219685962
5,1.191297958,0.107231457,0.343592523,-0.012190505,-0.211727977,-0.742506375,-0.543911832,0.095973166,-0.559908918,-0.333693663,0.68206669,0.146623381,-0.219685962
0,0.230345869,-0.297955202,-0.200522325,-0.012190505,-0.211727977,1.099034009,-0.543911832,0.274576759,1.173870974,0.664277049,0.515210226,-0.703536256,-0.219685962
3,2.392488071,1.890052758,0.887707372,2.248594075,1.284893899,0.408456365,3.482558338,0.631783946,1.173870974,0.031046901,0.515210226,1.648684087,3.144873818
2,0.470583891,-1.432477847,-0.200522325,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.145724003,-0.219685962
3,-0.730606221,-0.865216524,-0.744637173,-0.765785365,-0.211727977,-0.512313827,-0.543911832,-0.439837614,-0.559908918,-0.012012749,-0.430309732,-0.837948847,-0.219685962
20,0.470583891,1.322791435,-0.200522325,-0.012190505,1.783767857,0.868841461,1.756928265,2.596423472,1.173870974,0.177956296,0.348353764,-0.216290614,-0.219685962
0,-1.931796333,1.565903431,1.43182222,0.741404354,-0.211727977,1.559419106,0.606508217,-0.439837614,0.306981028,-0.065204081,-0.430309732,-1.341996065,-0.219685962
1,0.710821913,1.727978095,0.887707372,-0.012190505,-0.211727977,-0.282121279,-0.543911832,-0.7970448,-0.559908918,-0.270370649,-0.430309732,-1.560416525,-0.219685962
10,0.470583891,-0.054843206,-0.200522325,1.494999215,0.78601994,-0.512313827,-0.543911832,0.095973166,-0.559908918,-0.047473637,-0.430309732,0.522978636,3.144873818
6,0.470583891,0.107231457,0.887707372,-0.012190505,-0.710601936,-0.282121279,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,0.143263067,-0.219685962
2,-0.730606221,0.350343453,0.343592523,0.741404354,0.287145981,-0.742506375,0.606508217,0.453180353,0.306981028,-0.222245157,-0.430309732,1.917509269,-0.219685962
4,-0.490368199,-1.513515179,-0.744637173,-0.765785365,-0.211727977,-0.512313827,-0.543911832,-0.618441206,-0.559908918,-0.333693663,0.904541973,-1.17062001,-0.219685962
0,-0.970844244,-0.21691787,-0.200522325,-0.765785365,1.783767857,1.559419106,0.031298193,0.095973166,1.173870974,0.291937722,0.960160795,-1.32519449,-0.219685962
6,1.191297958,0.917604776,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,-0.085238338,-0.219685962
1,0.710821913,1.079679439,-0.744637173,-0.765785365,0.287145981,-0.051928731,-0.543911832,-0.439837614,0.306981028,-0.093066208,-0.430309732,0.859010114,-0.219685962
6,0.710821913,-1.10832852,-0.744637173,-0.765785365,-0.211727977,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,0.217189992,-0.219685962
0,1.912012026,-0.460029865,0.887707372,-0.012190505,-0.211727977,-0.282121279,-0.543911832,-0.618441206,-0.559908918,-0.141191698,-0.430309732,-2.081265315,-0.219685962
9,-0.009892154,0.755530112,-0.200522325,3.002188935,3.280389732,0.868841461,2.33213829,2.775027064,2.04076092,0.208351342,-0.430309732,1.379858905,3.144873818
1,-0.970844244,0.836567444,0.343592523,-0.765785365,0.287145981,-0.512313827,1.181718241,0.274576759,-0.559908918,-0.333693663,-0.430309732,0.233991566,-0.219685962
2,1.191297958,-1.10832852,-0.744637173,-0.765785365,-0.211727977,-0.742506375,-0.543911832,-0.439837614,-0.559908918,-0.333693663,-0.430309732,-0.179327151,-0.219685962
20,-0.009892154,-0.054843206,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.113020234,-0.219685962
3,-0.970844244,-1.10832852,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.068436764,-0.219685962
1,1.191297958,0.917604776,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,-0.085238338,-0.219685962
0,0.710821913,-0.460029865,-0.200522325,-0.765785365,-0.211727977,0.638648913,1.181718241,0.274576759,3.774540812,0.856779014,0.515210226,-0.048274875,-0.219685962
0,0.230345869,1.484866099,-0.744637173,1.494999215,0.78601994,-0.742506375,-0.543911832,0.095973166,0.306981028,0.076639472,-0.430309732,1.564676218,-0.219685962
1,1.912012026,-0.541067197,-0.744637173,-0.765785365,-0.710601936,-0.282121279,0.031298193,-0.439837614,-0.559908918,-0.118395414,-0.430309732,-1.224385047,-0.219685962
3,-0.250130176,-0.054843206,0.343592523,0.741404354,-0.211727977,-0.512313827,-0.543911832,-0.082630427,-0.559908918,-0.333693663,-0.430309732,0.304558176,-0.219685962
6,-0.250130176,0.917604776,0.343592523,-0.765785365,-0.211727977,0.178263817,-0.543911832,-0.7970448,-0.559908918,-0.250107284,-0.430309732,-2.01405902,-0.219685962
0,0.710821913,0.269306121,4.69651131,1.494999215,-0.710601936,-0.282121279,-0.543911832,-0.7970448,0.306981028,-0.100664969,-0.430309732,-1.694829115,-0.219685962
3,1.191297958,0.917604776,-0.200522325,-0.012190505,-0.211727977,0.178263817,0.031298193,0.810387539,0.306981028,0.003184775,-0.430309732,0.304558176,-0.219685962
1,1.671774003,-0.297955202,-0.744637173,-0.765785365,-0.211727977,0.178263817,2.907348314,0.810387539,-0.559908918,0.003184775,-0.430309732,0.136542438,-0.219685962
4,-0.970844244,0.998642107,-0.744637173,-0.765785365,1.783767857,-0.742506375,-0.543911832,-0.439837614,-0.559908918,-0.252640205,-0.430309732,2.219937599,-0.219685962
7,1.431535981,0.026194126,-0.526991234,0.138528467,0.287145981,-0.14400575,0.031298193,-0.118351146,1.173870974,-0.072802843,-0.430309732,0.408727935,-0.219685962
1,-0.490368199,1.565903431,-0.200522325,0.741404354,2.282641816,3.861344588,4.632978386,1.703405505,0.306981028,0.329931531,-0.430309732,-0.216290614,-0.219685962
4,-1.211082266,-0.541067197,-0.744637173,-0.765785365,-0.211727977,-0.742506375,0.031298193,-0.439837614,-0.559908918,-0.333693663,-0.430309732,0.385205731,-0.219685962
6,-0.970844244,0.107231457,-0.200522325,-0.012190505,0.287145981,1.559419106,0.031298193,0.988991132,0.306981028,0.041178584,-0.430309732,-1.241186621,-0.219685962
,1.191297958,-1.189365851,-0.744637173,-0.765785365,-0.211727977,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
15,-0.730606221,1.809015426,0.343592523,-0.012190505,1.783767857,5.012307328,1.181718241,3.132234251,2.04076092,0.284338961,0.125878479,0.254153455,-0.219685962
2,-1.691558311,0.917604776,-0.744637173,-0.012190505,0.287145981,0.638648913,0.031298193,0.274576759,-0.559908918,-0.163987983,-0.430309732,0.388566046,-0.219685962
5,0.710821913,-0.784179192,0.343592523,-0.012190505,0.287145981,0.408456365,1.181718241,-0.082630427,0.306981028,-0.065204081,5.131572374,-1.510011802,-0.219685962
2,-1.451320289,1.646940763,-0.200522325,1.494999215,-0.211727977,-0.051928731,-0.543911832,-0.082630427,-0.559908918,-0.141191698,-0.430309732,-1.426003933,-0.219685962
17,1.431535981,-0.622104529,-0.200522325,-0.012190505,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.095599128,-0.430309732,-0.468314222,-0.219685962
2,0.230345869,0.593455448,0.887707372,1.494999215,0.287145981,0.868841461,0.606508217,-0.082630427,0.306981028,0.058909028,-0.430309732,-1.291591342,-0.219685962
5,-0.009892154,1.646940763,0.343592523,-0.765785365,-0.710601936,-0.282121279,-0.543911832,-0.7970448,-0.559908918,-0.270370649,-0.430309732,-1.224385047,-0.219685962
3,0.470583891,0.836567444,-0.744637173,-0.765785365,3.280389732,5.702884973,10.38507863,4.382459404,2.04076092,0.727600063,-0.430309732,-0.552322092,-0.219685962
0,-1.211082266,-1.027291188,-0.744637173,-0.765785365,-0.211727977,-0.051928731,-0.543911832,-0.082630427,-0.559908918,-0.333693663,-0.430309732,-0.918596402,-0.219685962
3,-1.691558311,-1.432477847,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.088598653,-0.219685962
1,-1.211082266,0.917604776,-0.744637173,-0.765785365,-0.710601936,0.178263817,-0.543911832,-0.7970448,-0.559908918,-0.163987983,-0.430309732,-1.241186621,-0.219685962
22,-1.931796333,-1.189365851,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.063225512,-0.337261945,-0.219685962
1,0.470583891,-0.946253856,0.343592523,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.241205739,-0.72705846,-0.219685962
0,-0.250130176,0.107231457,0.343592523,-0.012190505,-0.211727977,-0.282121279,0.031298193,-0.7970448,0.306981028,-0.207047634,5.131572374,-2.803732992,-0.219685962
1,1.912012026,-1.10832852,-0.744637173,-0.765785365,-0.710601936,-0.282121279,-0.543911832,-0.082630427,-0.559908918,0.172890455,-0.430309732,1.111033722,-0.219685962
0,-0.009892154,-1.351440515,-0.744637173,-0.765785365,-0.710601936,-0.282121279,0.606508217,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.145724003,-0.219685962
1,0.710821913,-0.784179192,-0.744637173,-0.012190505,0.287145981,-0.282121279,0.606508217,-0.26123402,0.306981028,-0.065204081,-0.430309732,-0.552322092,-0.219685962
1,-0.009892154,-1.432477847,-0.744637173,-0.765785365,-0.211727977,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,-0.145724003,-0.219685962
1,-0.970844244,0.269306121,-0.744637173,-0.012190505,-0.710601936,0.868841461,1.756928265,1.167594726,0.306981028,0.008250616,-0.430309732,-0.266695335,-0.219685962
3,-1.691558311,-1.10832852,-0.200522325,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.439837614,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
3,-1.691558311,0.917604776,1.975937068,2.248594075,-0.211727977,-0.051928731,1.181718241,0.631783946,-0.559908918,-0.250107284,-0.430309732,-0.451512648,-0.219685962
1,-0.730606221,-0.622104529,-0.744637173,-0.765785365,-0.710601936,-0.282121279,0.031298193,0.453180353,-0.559908918,-0.113329572,-0.430309732,1.816699826,-0.219685962
2,-1.211082266,0.107231457,-0.200522325,-0.012190505,0.287145981,-0.512313827,-0.543911832,-0.618441206,-0.559908918,-0.333693663,0.68206669,-0.296938169,-0.219685962
1,-1.451320289,0.917604776,0.343592523,-0.012190505,-0.211727977,0.178263817,-0.543911832,-0.7970448,0.306981028,0.003184775,-0.430309732,0.052534568,-0.219685962
7,0.230345869,0.755530112,1.43182222,1.494999215,-0.211727977,-0.051928731,-0.543911832,2.060612691,-0.559908918,-0.151323381,-0.430309732,1.867104547,-0.219685962
0,-2.172034356,-0.703141861,-0.200522325,-0.765785365,-0.211727977,-0.742506375,-0.543911832,-0.618441206,-0.559908918,0.15009417,-0.430309732,1.094232149,-0.219685962
3,-0.490368199,-1.189365851,-0.200522325,0.741404354,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.274315344,-0.219685962
5,-0.250130176,0.917604776,-0.200522325,-0.012190505,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.986702077,-0.219685962
4,-0.490368199,0.917604776,0.343592523,3.002188935,-0.211727977,-0.512313827,2.907348314,0.810387539,-0.559908918,-0.250107284,-0.430309732,0.556581785,-0.219685962
1,1.191297958,-0.865216524,-0.744637173,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.26123402,-0.559908918,-0.333693663,-0.430309732,-0.585925239,-0.219685962
0,-0.490368199,1.565903431,-0.200522325,-0.765785365,-0.710601936,0.408456365,0.031298193,-0.7970448,0.306981028,-0.070269922,-0.430309732,-1.375599212,-0.219685962
2,-0.490368199,-1.270403183,-0.744637173,-0.765785365,-0.211727977,-0.282121279,-0.543911832,-0.618441206,0.306981028,0.426182513,-0.430309732,-1.056369308,-0.219685962
3,0.710821913,0.188268789,-0.744637173,-0.012190505,-0.710601936,1.789611654,-0.543911832,2.060612691,0.306981028,0.616151558,-0.430309732,-0.619528387,-0.219685962
1,1.671774003,-0.460029865,-0.744637173,-0.012190505,-0.710601936,-0.282121279,0.031298193,-0.439837614,-0.559908918,-0.141191698,-0.430309732,0.993422706,-0.219685962
3,0.230345869,-0.297955202,-0.200522325,0.741404354,0.78601994,-0.742506375,0.031298193,0.274576759,0.306981028,-0.166520904,-0.430309732,0.573383359,-0.219685962
4,0.710821913,0.188268789,0.343592523,0.741404354,-0.211727977,-0.282121279,-0.543911832,0.095973166,0.306981028,-0.214646396,5.131572374,-0.602726813,-0.219685962
1,-1.211082266,-1.513515179,-0.744637173,-0.765785365,-0.710601936,-0.282121279,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.063225512,-0.72705846,-0.219685962
5,0.710821913,1.727978095,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,-0.112120856,-0.219685962
7,0.951059936,-0.946253856,-0.744637173,0.741404354,-0.710601936,-0.512313827,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,0.361683528,-0.219685962
8,1.191297958,0.836567444,0.343592523,2.248594075,1.783767857,-0.512313827,0.606508217,1.167594726,-0.559908918,-0.161455064,-0.430309732,1.480668348,-0.219685962
0,0.230345869,0.026194126,-0.200522325,-0.765785365,-0.710601936,0.178263817,0.031298193,0.810387539,0.306981028,-0.204514713,-0.430309732,0.086137716,-0.219685962
