sca,age,minutes_90s,tackles_def_3rd,tackles_mid_3rd,assisted_shots,touches_att_pen_area,dribbles_completed,progressive_passes_received,shots_on_target,shots_per90,goals_per_shot,average_shot_distance,shots_free_kicks
0,0.710821913,-0.946253856,-0.744637173,-0.012190505,-0.710601936,-0.512313827,0.031298193,-0.26123402,-0.559908918,0.826383966,-0.430309732,0.859010114,-0.219685962
4,0.470583891,0.836567444,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,0.005490162,-0.219685962
0,0.710821913,0.917604776,1.975937068,-0.765785365,0.78601994,0.408456365,0.031298193,-0.082630427,0.306981028,-0.163987983,-0.430309732,-1.560416525,-0.219685962
8,-0.730606221,0.512418117,-0.744637173,-0.765785365,-0.710601936,0.638648913,-0.543911832,0.631783946,0.306981028,-0.027210272,-0.430309732,-0.233092188,-0.219685962
0,-0.250130176,0.917604776,-0.744637173,-0.012190505,2.282641816,0.868841461,5.783398434,1.882009099,0.306981028,-0.080401605,1.405111364,0.539780211,3.144873818
8,-1.211082266,-0.541067197,0.343592523,0.741404354,-0.710601936,-0.051928731,0.031298193,-0.618441206,-0.559908918,0.104501599,-0.430309732,-1.594019673,-0.219685962
0,-1.451320289,0.836567444,0.887707372,-0.765785365,-0.710601936,-0.051928731,1.756928265,-0.26123402,0.306981028,-0.245041443,-0.430309732,-1.106774029,-0.219685962
0,-1.211082266,0.917604776,-0.200522325,1.494999215,-0.710601936,-0.282121279,-0.543911832,-0.618441206,0.306981028,-0.163987983,2.350631321,-1.997257446,-0.219685962
0,-0.009892154,-0.703141861,-0.744637173,-0.765785365,0.78601994,1.789611654,0.031298193,1.882009099,1.173870974,0.904904504,-0.430309732,-1.274789768,-0.219685962
2,-0.250130176,-0.297955202,-0.744637173,-0.765785365,-0.710601936,2.24999675,-0.543911832,2.596423472,0.306981028,0.357793657,-0.430309732,-0.535520518,-0.219685962
5,0.470583891,0.917604776,-0.744637173,-0.765785365,0.287145981,2.019804202,1.181718241,2.417819878,2.04076092,0.253943913,1.18263608,-0.669933108,-0.219685962
3,-1.211082266,1.727978095,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,0.68206669,-0.112120856,-0.219685962
10,0.951059936,0.350343453,0.343592523,0.741404354,1.284893899,-0.051928731,-0.543911832,-0.082630427,-0.559908918,-0.224778078,-0.430309732,1.111033722,-0.219685962
1,0.230345869,0.269306121,-0.744637173,2.248594075,-0.710601936,0.178263817,-0.543911832,0.095973166,0.306981028,-0.219712237,5.131572374,-0.081878022,-0.219685962
7,-0.250130176,-0.784179192,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.47593423,-0.219685962
0,1.431535981,-1.270403183,-0.744637173,-0.765785365,0.287145981,-0.512313827,-0.543911832,-0.082630427,-0.559908918,-0.333693663,-0.430309732,-0.236452503,-0.219685962
0,-0.250130176,-1.10832852,-0.744637173,2.248594075,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.361683528,-0.219685962
3,-0.009892154,-0.21691787,0.343592523,-0.012190505,0.287145981,0.408456365,-0.543911832,0.631783946,0.306981028,-0.179185507,-0.430309732,-1.375599212,-0.219685962
0,2.152250048,-1.10832852,-0.744637173,-0.765785365,-0.710601936,0.178263817,-0.543911832,0.095973166,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
7,-1.451320289,-1.10832852,-0.744637173,-0.012190505,-0.211727977,-0.282121279,-0.543911832,-0.439837614,-0.559908918,0.185555057,-0.430309732,-1.173980325,-0.219685962
0,-1.691558311,-0.378992533,0.887707372,0.741404354,-0.211727977,-0.282121279,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,-0.337261945,-0.219685962
1,0.951059936,1.079679439,1.43182222,1.494999215,6.273633484,1.789611654,0.606508217,1.346198319,1.173870974,0.142495407,-0.430309732,-0.031473301,3.144873818
1,-1.211082266,-1.351440515,-0.744637173,-0.765785365,-0.710601936,-0.282121279,-0.543911832,-0.439837614,-0.559908918,0.806120602,-0.430309732,-0.720337831,-0.219685962
33,0.951059936,1.727978095,1.975937068,-0.765785365,0.78601994,-0.051928731,1.756928265,1.524801912,-0.559908918,-0.333693663,-0.063225512,0.170145586,-0.219685962
0,-1.211082266,0.917604776,-0.200522325,-0.012190505,-0.710601936,0.178263817,-0.543911832,-0.7970448,0.306981028,0.172890455,-0.430309732,-0.065076449,-0.219685962
8,-0.490368199,-0.541067197,0.343592523,-0.765785365,0.287145981,0.408456365,1.181718241,0.810387539,0.306981028,0.732665905,-0.430309732,0.590184933,-0.219685962
4,0.470583891,-0.703141861,-0.744637173,-0.012190505,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.670832488,-0.219685962
7,-1.211082266,0.026194126,0.887707372,-0.765785365,-0.211727977,-0.051928731,-0.543911832,0.453180353,0.306981028,-0.199448872,5.131572374,-2.736526696,-0.219685962
1,-1.931796333,-1.513515179,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.063225512,-0.249893761,-0.219685962
2,-0.730606221,-0.622104529,-0.744637173,-0.765785365,-0.211727977,-0.051928731,0.031298193,-0.082630427,-0.559908918,-0.108263731,-0.430309732,-1.476408655,-0.219685962
0,-1.691558311,-1.351440515,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.179327151,-0.219685962
2,0.230345869,-1.513515179,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.063225512,-0.135643059,-0.219685962
0,1.912012026,-0.135880538,0.887707372,1.494999215,-0.211727977,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,0.734678467,-0.219685962
0,-1.451320289,-0.054843206,1.43182222,-0.765785365,-0.710601936,-0.282121279,0.031298193,-0.7970448,-0.559908918,-0.047473637,-0.430309732,-0.165885892,-0.219685962
2,-0.250130176,1.403828766,0.343592523,3.002188935,1.284893899,-0.051928731,-0.543911832,-0.082630427,0.306981028,-0.050006558,-0.430309732,0.657391228,-0.219685962
2,2.872964115,-1.270403183,-0.744637173,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.145724003,-0.219685962
13,-1.211082266,-0.703141861,-0.200522325,0.741404354,-0.710601936,-0.282121279,0.031298193,-0.7970448,-0.559908918,-0.082934525,-0.430309732,-1.375599212,-0.219685962
0,-0.009892154,0.917604776,-0.200522325,1.494999215,-0.211727977,-0.512313827,-0.543911832,-0.439837614,-0.559908918,-0.250107284,-0.430309732,2.421556486,-0.219685962
0,-0.730606221,-1.10832852,-0.744637173,-0.765785365,-0.211727977,-0.512313827,-0.543911832,0.095973166,-0.559908918,-0.333693663,-0.430309732,-0.7136172,-0.219685962
2,1.431535981,1.160716771,0.343592523,-0.765785365,-0.211727977,-0.282121279,-0.543911832,-0.618441206,-0.559908918,-0.257706046,-0.430309732,-0.703536256,-0.219685962
1,-0.730606221,1.727978095,1.975937068,1.494999215,-0.710601936,0.638648913,4.057768362,-0.082630427,-0.559908918,-0.207047634,-0.430309732,-0.233092188,-0.219685962
3,0.230345869,1.646940763,1.43182222,2.248594075,0.78601994,0.178263817,1.756928265,0.274576759,-0.559908918,-0.270370649,-0.430309732,2.522365929,-0.219685962
6,1.191297958,0.67449278,0.887707372,-0.765785365,1.284893899,0.638648913,0.031298193,0.810387539,-0.559908918,-0.14625754,-0.430309732,-1.341996065,-0.219685962
16,-1.211082266,0.107231457,-0.200522325,0.741404354,0.78601994,-0.282121279,0.031298193,-0.26123402,-0.559908918,-0.333693663,-0.430309732,0.160064641,-0.219685962
4,-0.250130176,-1.513515179,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.063225512,-0.135643059,-0.219685962
5,0.230345869,-1.351440515,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.063225512,-0.945478921,-0.219685962
0,0.470583891,-0.622104529,-0.200522325,-0.012190505,0.287145981,-0.051928731,-0.543911832,-0.439837614,0.306981028,0.578157749,0.960160795,-0.249893761,3.144873818
0,0.710821913,1.565903431,2.520051917,-0.765785365,-0.710601936,-0.051928731,0.031298193,-0.082630427,-0.559908918,-0.333693663,-0.430309732,0.469213601,-0.219685962
4,-1.211082266,-0.703141861,-0.744637173,-0.765785365,-0.211727977,-0.742506375,0.031298193,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.47593423,-0.219685962
1,0.710821913,0.593455448,-0.744637173,0.741404354,-0.710601936,-0.051928731,0.606508217,-0.618441206,1.173870974,-0.047473637,-0.430309732,-0.955559865,-0.219685962
1,-0.490368199,-0.703141861,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.065076449,-0.219685962
4,0.470583891,0.917604776,-0.744637173,-0.012190505,1.284893899,0.868841461,0.031298193,0.810387539,-0.559908918,-0.333693663,0.68206669,-0.317100058,-0.219685962
1,-0.250130176,-0.460029865,-0.744637173,-0.012190505,-0.211727977,-0.282121279,-0.543911832,-0.618441206,-0.559908918,-0.143724619,-0.430309732,1.178240019,-0.219685962
13,0.230345869,0.917604776,1.975937068,-0.012190505,0.287145981,-0.051928731,0.606508217,0.274576759,-0.559908918,-0.163987983,-0.430309732,1.783096679,-0.219685962
1,-2.172034356,0.917604776,0.343592523,-0.765785365,-0.710601936,0.178263817,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,1.01022428,-0.219685962
2,0.710821913,1.322791435,-0.744637173,-0.012190505,-0.211727977,1.789611654,0.031298193,2.953630658,2.04076092,0.23874639,0.292734942,-0.602726813,-0.219685962
3,-0.730606221,-0.703141861,0.343592523,-0.765785365,-0.710601936,-0.742506375,0.606508217,-0.26123402,-0.559908918,-0.333693663,-0.430309732,-0.545601461,-0.219685962
1,1.191297958,1.403828766,-0.744637173,-0.765785365,0.287145981,1.559419106,0.606508217,3.310837844,2.04076092,0.089304075,1.405111364,-1.224385047,-0.219685962
5,-0.250130176,-0.541067197,-0.200522325,-0.012190505,0.78601994,0.868841461,0.606508217,-0.082630427,-0.559908918,-0.123461254,-0.430309732,-2.165273185,-0.219685962
0,-1.931796333,-0.703141861,-0.744637173,-0.765785365,-0.710601936,0.868841461,-0.543911832,-0.082630427,0.306981028,0.418583752,-0.430309732,-0.535520518,-0.219685962
6,-0.490368199,0.917604776,0.343592523,-0.012190505,2.282641816,0.638648913,-0.543911832,1.167594726,1.173870974,0.094369917,0.68206669,1.396660479,-0.219685962
3,-1.211082266,-0.865216524,-0.744637173,-0.765785365,-0.710601936,0.868841461,0.606508217,-0.439837614,1.173870974,1.317770561,-0.430309732,-0.905155143,-0.219685962
1,-1.451320289,-0.460029865,-0.744637173,1.494999215,0.287145981,0.868841461,-0.543911832,0.095973166,-0.559908918,-0.333693663,-0.241205739,-0.350703205,-0.219685962
15,0.230345869,0.593455448,-0.744637173,-0.765785365,1.783767857,0.178263817,0.031298193,1.167594726,1.173870974,-0.138658778,-0.430309732,-1.089972455,-0.219685962
1,-0.490368199,0.836567444,0.887707372,0.741404354,-0.710601936,-0.512313827,-0.543911832,-0.082630427,-0.559908918,-0.333693663,-0.430309732,0.791803819,-0.219685962
7,0.230345869,-1.270403183,-0.744637173,-0.012190505,-0.710601936,-0.742506375,0.031298193,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.217189992,-0.219685962
8,-0.970844244,0.350343453,-0.744637173,0.741404354,0.78601994,2.24999675,0.031298193,2.239216285,2.907650866,0.317266928,2.350631321,-0.501917369,-0.219685962
0,1.191297958,-1.10832852,-0.744637173,-0.765785365,0.78601994,-0.282121279,-0.543911832,0.274576759,-0.559908918,-0.333693663,-0.430309732,-0.36078415,-0.219685962
0,2.392488071,-0.703141861,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.233092188,-0.219685962
9,-1.451320289,-1.10832852,-0.744637173,0.741404354,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.088598653,-0.219685962
4,0.710821913,-1.10832852,-0.744637173,-0.012190505,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.236452503,-0.219685962
2,-0.730606221,-0.703141861,-0.744637173,-0.765785365,0.287145981,-0.051928731,0.031298193,-0.26123402,0.306981028,0.656678288,0.960160795,-0.081878022,3.144873818
0,-0.009892154,0.917604776,0.887707372,2.248594075,-0.211727977,-0.512313827,-0.543911832,-0.26123402,1.173870974,0.172890455,0.515210226,1.699088808,-0.219685962
0,-0.970844244,0.755530112,0.343592523,1.494999215,-0.211727977,-0.742506375,0.606508217,-0.618441206,-0.559908918,-0.333693663,-0.430309732,1.08079089,-0.219685962
4,-0.490368199,-1.351440515,-0.744637173,-0.765785365,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.063225512,-0.135643059,-0.219685962
9,0.710821913,-1.189365851,-0.744637173,-0.765785365,-0.710601936,-0.742506375,0.606508217,-0.618441206,-0.559908918,-0.333693663,-0.430309732,0.47593423,-0.219685962
1,1.671774003,-0.865216524,-0.744637173,-0.765785365,-0.211727977,-0.742506375,0.031298193,-0.439837614,-0.559908918,-0.333693663,-0.430309732,0.47593423,-0.219685962
0,-1.451320289,0.998642107,-0.744637173,-0.765785365,-0.211727977,2.019804202,-0.543911832,1.703405505,3.774540812,0.41351791,0.793304332,-1.073170882,-0.219685962
0,-0.490368199,-1.513515179,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.145724003,-0.219685962
2,1.191297958,0.917604776,0.887707372,3.002188935,0.287145981,-0.282121279,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,1.275689147,-0.219685962
4,-0.730606221,-1.270403183,-0.744637173,-0.765785365,-0.710601936,-0.051928731,0.606508217,-0.26123402,-0.559908918,-0.333693663,-0.430309732,-0.145724003,-0.219685962
0,-0.250130176,0.917604776,-0.744637173,-0.012190505,3.779263691,0.868841461,-0.543911832,1.346198319,0.306981028,0.003184775,-0.430309732,1.581477792,-0.219685962
3,-0.490368199,-1.432477847,-0.744637173,-0.765785365,-0.710601936,-0.512313827,0.606508217,-0.26123402,0.306981028,2.515842,-0.430309732,-0.501917369,-0.219685962
0,-0.009892154,-1.432477847,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.618441206,-0.559908918,-0.333693663,-0.430309732,-0.1222018,-0.219685962
10,0.710821913,1.322791435,-0.744637173,-0.765785365,3.779263691,4.551922232,1.756928265,2.596423472,3.774540812,0.317266928,0.181497301,0.01893142,-0.219685962
0,0.470583891,-0.703141861,-0.744637173,-0.012190505,-0.710601936,-0.512313827,-0.543911832,-0.7970448,-0.559908918,-0.080401605,-0.430309732,-0.451512648,-0.219685962
1,0.230345869,1.565903431,0.343592523,0.741404354,3.779263691,0.408456365,2.33213829,1.167594726,2.04076092,0.003184775,2.906819532,0.354962898,-0.219685962
14,-0.730606221,0.917604776,0.343592523,0.741404354,0.287145981,-0.742506375,-0.543911832,-0.439837614,-0.559908918,-0.250107284,-0.430309732,1.699088808,-0.219685962
0,-1.451320289,0.269306121,0.343592523,-0.012190505,-0.211727977,-0.742506375,-0.543911832,0.453180353,-0.559908918,-0.333693663,-0.430309732,0.32808038,-0.219685962
17,-0.970844244,0.593455448,-0.200522325,0.741404354,1.783767857,0.178263817,-0.543911832,0.631783946,0.306981028,-0.138658778,2.350631321,-0.283496909,-0.219685962
4,0.710821913,0.836567444,0.343592523,-0.765785365,-0.710601936,-0.051928731,0.031298193,-0.618441206,-0.559908918,-0.333693663,1.049150909,0.338161325,-0.219685962
6,-0.009892154,0.755530112,-0.744637173,-0.765785365,0.78601994,2.710381847,-0.543911832,3.132234251,0.306981028,0.486972608,-0.430309732,0.522978636,6.509433599
5,0.951059936,-0.297955202,-0.744637173,-0.765785365,0.287145981,0.868841461,0.031298193,0.453180353,0.306981028,0.165291692,-0.430309732,-1.089972455,-0.219685962
3,-0.730606221,-0.297955202,-0.200522325,-0.765785365,1.284893899,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,1.794443111,-0.599366498,-0.219685962
10,2.392488071,0.917604776,0.343592523,2.248594075,-0.211727977,-0.051928731,0.606508217,-0.618441206,-0.559908918,-0.250107284,-0.430309732,-0.8043457,-0.219685962
5,-0.009892154,1.403828766,0.343592523,2.248594075,-0.211727977,0.178263817,1.181718241,1.703405505,0.306981028,0.091836996,-0.430309732,-0.048274875,3.144873818
4,1.431535981,0.107231457,-0.200522325,0.741404354,-0.710601936,0.868841461,-0.543911832,0.095973166,0.306981028,-0.080401605,2.350631321,-1.392400786,-0.219685962
3,-0.490368199,1.727978095,2.520051917,1.494999215,0.287145981,0.868841461,0.031298193,0.453180353,1.173870974,-0.01707859,0.68206669,-0.921956718,-0.219685962
7,-0.250130176,-1.270403183,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.065076449,-0.219685962
1,-0.490368199,-0.460029865,0.343592523,0.741404354,-0.710601936,-0.512313827,0.031298193,-0.082630427,-0.559908918,0.246345152,-0.430309732,0.690994375,3.144873818
4,1.191297958,-0.297955202,-0.200522325,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.26123402,-0.559908918,-0.333693663,-0.430309732,0.358323213,-0.219685962
0,-0.009892154,1.809015426,-0.744637173,1.494999215,1.783767857,3.400959491,1.756928265,6.34709893,4.641430759,0.41098499,0.014640837,0.606986506,-0.219685962
4,2.872964115,0.755530112,1.975937068,-0.012190505,0.78601994,-0.512313827,0.031298193,-0.618441206,-0.559908918,-0.242508522,-0.430309732,-2.030860593,-0.219685962
1,0.710821913,-1.513515179,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.1222018,-0.219685962
12,-0.730606221,-0.135880538,-0.744637173,-0.765785365,-0.211727977,-0.282121279,0.031298193,0.453180353,-0.559908918,-0.333693663,-0.430309732,-0.152444633,-0.219685962
3,-0.009892154,-1.189365851,-0.200522325,-0.012190505,-0.710601936,-0.742506375,0.606508217,-0.439837614,-0.559908918,-0.333693663,-0.430309732,0.270955028,-0.219685962
0,-1.451320289,-0.054843206,-0.200522325,-0.765785365,-0.710601936,-0.512313827,0.031298193,0.095973166,-0.559908918,-0.19185011,-0.430309732,1.850302974,-0.219685962
2,-0.490368199,-0.703141861,-0.200522325,-0.012190505,-0.710601936,-0.742506375,0.031298193,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.385205731,-0.219685962
1,-0.250130176,-0.703141861,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,-0.333693663,-0.430309732,0.385205731,-0.219685962
8,0.951059936,-1.270403183,-0.744637173,-0.765785365,-0.710601936,-0.742506375,-0.543911832,-0.7970448,-0.559908918,0.578157749,-0.430309732,1.598279366,-0.219685962
1,0.951059936,0.67449278,-0.200522325,0.741404354,-0.211727977,0.408456365,-0.543911832,3.489441437,0.306981028,-0.047473637,-0.430309732,0.775002246,-0.219685962
0,0.470583891,0.67449278,1.43182222,-0.012190505,2.781515774,0.638648913,0.606508217,1.524801912,-0.559908918,-0.333693663,0.125878479,0.160064641,-0.219685962
0,1.191297958,-1.351440515,-0.744637173,-0.765785365,-0.710601936,-0.742506375,0.031298193,-0.7970448,-0.559908918,-0.333693663,-0.430309732,-0.841309163,-0.219685962
8,-0.970844244,0.188268789,0.343592523,-0.012190505,1.284893899,0.638648913,-0.543911832,0.810387539,0.306981028,-0.093066208,2.350631321,-1.32519449,-0.219685962
