player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Steven Bergwijn,FW,Netherlands,25,1997,1.9,1,1,1,0,0,0,1,0,1,2,0,2,0,1,0,0,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,2,0,0,NA,49,56,87.5,462,64,37,41,90.2,6,7,85.7,1,2,50,0,0,0.2,0,0,2,1,0,2,56,55,1,0,1,0,0,1,0,0,0,0,49,0,1,3,168,56,46.7,2,62,0,1,45,1,2.33,2,1,1,0.54,-1.81,1.7,1.9,-0.2,-0.13,-0.19,67,0,5,33,30,4,67,1,4,25,4,2,60,17,0,1,0,0,0.54,0,0,NA,10.2,0,0,0,0.4,0.4,0.38,-0.4,-0.4,3,2,168,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.21,0,0.21,0.21,0.21
Steven Vit??ria,DF,Canada,35,1987,3,3,3,1,2,0,3,3,100,0,4,2,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,0,0,0,3,0,0,0,18,4,2,66.7,160,186,86,2837,1119,77,83,92.8,66,70,94.3,16,30,53.3,0,0,0,0,0,8,0,0,8,186,182,4,4,0,3,0,0,0,0,0,0,160,0,2,3,270,90,100,3,90,3,0,NA,0,0,2,7,-5,-1.67,NA,4.2,3.9,0.3,0.11,NA,203,14,85,117,1,0,203,0,1,0,1,1,142,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strahinja Pavlovi<c4><87>,DF,Serbia,21,2001,2.6,7,2,4,3,0,3,6,50,3,6,1,5,1,8,7,0,2,0.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,1,1,2,0,0,0,18,12,2,85.7,121,156,77.6,1987,944,55,66,83.3,54,66,81.8,8,17,47.1,0,0,0.1,0,0,15,0,0,13,156,152,4,2,0,0,1,2,0,0,0,0,121,0,3,3,235,78,87,3,78,2,0,NA,0,0.33,5,6,-1,-0.38,4.76,2.9,6.3,-3.4,-1.3,0.13,186,14,71,101,17,3,186,2,3,66.7,4,3,120,3,1,2,1,50,0.77,0.38,0.5,1,10,0,0,0,0.2,0.2,0.08,0.8,0.8,3,3,235,1,0,1,0,0,2,0,0.38,0,0.38,0.38,0.38,0.2,0.2,0,0.2,0.07,0,0.07,0.07,0.07
Sultan Al-Ghanam,DF,Saudi Arabia,28,1994,1.4,0,0,0,0,0,0,1,0,1,3,1,2,2,2,3,0,1,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,2,0,0,0,0,4,0,0,NA,34,52,65.4,489,245,23,27,85.2,9,14,64.3,2,8,25,0,0.1,0.1,-0.1,1,0,2,2,5,52,37,15,1,0,0,7,14,0,0,0,0,34,0,3,3,126,42,46.7,1,87,0,2,20,0,1,0,3,-3,-2.14,-2.77,0.8,3.4,-2.6,-1.88,-1.63,68,5,19,25,26,3,68,0,2,0,4,1,36,2,0,2,0,0,1.43,0,0,NA,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,3,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.12,0.05,0.17,0.12,0.17
Taha Yassine Khenissi,FW,Tunisia,30,1992,0.3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,2,33.3,2,6,33.3,27,0,1,1,100,1,2,50,0,0,NA,0,0.1,0,-0.1,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,2,2,29,15,10.7,0,NA,0,2,15,1,0.5,0,0,0,0,0,0.4,0.2,0.2,0.59,0.85,8,1,1,3,4,2,8,0,0,NA,1,2,3,0,0,1,0,0,3.1,0,0,NA,23.3,0,0,0,0,0,0.02,0,0,2,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.2,0.06,0.45,0.51,0.06,0.51
Tajon Buchanan,MF,Canada,23,1999,2.9,1,1,1,0,0,1,5,20,4,3,0,3,3,4,0,0,9,3.12,7,0,0,1,1,0,1,0.35,1,0,0,0,0,0,1,0,0,6,6,2,8,3,1,0,0,0,14,1,2,33.3,61,89,68.5,806,261,40,47,85.1,18,27,66.7,1,8,12.5,1,0.5,0.5,0.5,4,5,4,2,7,89,81,8,0,0,0,8,8,0,0,0,0,61,0,4,3,260,87,96.3,3,87,2,0,NA,0,0,2,7,-5,-1.73,-1.73,4.1,3.7,0.4,0.14,0.91,131,3,20,42,72,8,131,7,25,28,8,7,95,17,0,5,0,0,1.73,0,0,NA,15,0,0,0,0.9,0.9,0.19,-0.9,-0.9,3,3,260,0,1,0,0,0,1,0,0,0.35,0.35,0,0.35,0.9,0.9,0.5,1.4,0.33,0.17,0.5,0.33,0.5
Takefusa Kubo,FW,Japan,21,2001,1,1,1,0,1,0,0,0,NA,0,3,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,4,1,1,50,6,11,54.5,87,23,4,6,66.7,2,5,40,0,0,NA,0,0,0,0,0,0,1,0,1,11,11,0,0,0,0,0,0,0,0,0,0,6,0,1,2,90,45,23.1,2,45,0,0,NA,1,3,0,2,-2,-2,-2.9,0.2,2.4,-2.2,-2.16,-2.61,23,1,4,10,10,4,23,0,0,NA,5,1,13,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takehiro Tomiyasu,DF,Japan,24,1998,2.1,0,0,0,0,0,0,0,NA,0,2,2,0,0,0,7,1,5,2.87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,6,4,60,73,103,70.9,1188,500,36,43,83.7,32,41,78,4,18,22.2,0,0.2,0.1,-0.2,3,6,2,0,4,103,91,12,5,0,0,0,7,0,0,0,0,73,0,0,3,187,62,47.9,1,120,1,2,34,1,2.33,3,1,2,0.96,1.41,2.9,3.2,-0.3,-0.17,-0.02,118,11,60,43,15,2,118,0,0,NA,2,0,68,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.11,0.11,0,0.11
Takuma Asano,FW,Japan,28,1994,1.8,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,8,1,9,10,21,28,75,227,44,12,15,80,4,6,66.7,1,1,100,0,0.2,0,-0.2,2,3,0,0,0,28,28,0,0,0,0,1,0,0,0,0,0,21,0,0,4,165,41,42.3,0,NA,0,4,41,0,1.75,2,1,1,0.55,0.55,2.7,2.3,0.4,0.26,0.63,49,2,6,16,28,9,49,0,1,0,7,1,27,11,1,8,2,25,4.36,1.09,0.13,0.5,13.2,0,0,0,0.7,0.7,0.08,0.3,0.3,4,0,165,1,0,1,0,0,0,0,0.55,0,0.55,0.55,0.55,0.7,0.7,0.2,0.9,0.44,0.17,0.6,0.44,0.6
Takumi Minamino,FW,Japan,27,1995,0.7,2,1,1,1,0,2,2,100,0,0,0,0,0,2,1,0,1,3,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,4,0,2,0,14,22,63.6,200,34,9,11,81.8,4,5,80,1,5,20,0,0,0,0,0,0,1,1,0,22,20,2,1,0,0,3,0,0,0,0,0,14,0,2,3,60,20,15.4,0,NA,0,3,20,1,1.33,2,0,2,3,3.27,0.9,0.8,0.1,0.3,0.49,32,1,7,12,13,4,32,0,0,NA,2,2,20,5,0,2,1,50,3,1.5,0,0,15.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.36,0,0.36,0.36,0.36
Tarek Salman,DF,Qatar,25,1997,0.1,1,0,1,0,0,0,0,NA,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,NA,7,10,70,122,34,3,3,100,4,4,100,0,2,0,0,0,0,0,0,1,0,0,0,10,10,0,0,0,0,1,0,0,0,0,0,7,0,1,1,8,8,3,0,NA,0,1,8,2,0,0,1,-1,-11.25,-9.53,0.2,0.2,0,-0.5,0.22,14,1,7,6,1,0,14,0,0,NA,0,0,9,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tariq Lamptey,DF,Ghana,22,2000,1.1,3,1,3,0,0,3,4,75,1,1,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,3,1,1,0,0,0,8,0,1,0,21,34,61.8,315,88,11,13,84.6,10,16,62.5,0,4,0,0,0,0,0,0,0,2,1,2,34,24,10,0,0,0,3,10,0,0,0,0,21,0,1,2,102,51,37.8,1,77,0,1,25,1,1.5,5,4,1,0.88,2.49,2.5,1.9,0.6,0.52,1.6,50,7,23,18,10,1,50,0,3,0,1,1,17,3,0,1,0,0,0.88,0,0,NA,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2,1,102,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06
Teun Koopmeiners,MF,Netherlands,24,1998,1.6,7,4,0,7,0,3,6,50,3,2,1,1,4,11,3,0,2,1.26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,2,4,4,0,0,0,9,4,2,66.7,56,81,69.1,858,288,30,35,85.7,23,28,82.1,3,7,42.9,0,0,0,0,1,5,0,0,5,81,78,1,1,0,1,2,0,0,0,0,0,56,2,5,4,144,36,40,1,78,0,3,22,0,2.5,4,2,2,1.25,-0.42,1.7,2.9,-1.2,-0.75,-1.2,106,6,25,64,17,0,106,1,2,50,1,3,69,4,0,2,1,50,1.25,0.62,0,0,27.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,4,1,144,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0.03,0.08,0.05,0.08
Theo Hern??ndez,DF,France,25,1997,2.9,6,5,4,2,0,3,8,37.5,5,3,1,2,2,8,4,1,12,4.19,12,0,0,0,0,0,2,0.7,2,0,0,0,0,0,0,0,0,2,6,0,9,2,5,0,0,0,11,5,2,71.4,193,214,90.2,3029,893,113,120,94.2,66,73,90.4,13,17,76.5,2,1.1,0.9,0.9,9,15,6,4,10,214,183,31,5,0,1,9,26,0,0,0,0,193,0,2,3,258,86,71.7,2,90,2,1,78,1,3,9,2,7,2.44,4.21,7.7,2.6,5.2,1.81,1.79,236,6,45,123,70,6,236,1,4,25,3,1,162,8,0,4,1,25,1.4,0.35,0,0,19.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,3,2,258,0,2,0,0,0,0,0,0,0.7,0.7,0,0.7,0.3,0.3,1.1,1.3,0.1,0.37,0.47,0.1,0.47
Thiago Almada,MF,Argentina,21,2001,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,12.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13,13,100,207,26,5,5,100,7,7,100,0,0,NA,0,0.2,0.1,-0.2,1,0,1,0,1,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,1,7,7,1.9,0,NA,0,1,7,3,3,0,0,0,0,-1.02,0.5,0,0.5,6.09,4.61,15,0,0,8,7,0,15,0,0,NA,2,0,15,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,3.16,3.16,0,3.16
Thiago Silva,DF,Brazil,38,1984,3,2,0,0,1,1,0,0,NA,0,2,1,1,3,5,5,0,8,2.67,6,1,0,1,0,0,1,0.33,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,11,4,2,66.7,229,245,93.5,4449,1713,78,81,96.3,122,129,94.6,28,33,84.8,1,0.7,0.6,0.3,2,11,2,0,13,245,238,7,7,2,2,0,0,0,0,0,0,229,0,0,3,270,90,75,3,90,3,0,NA,1,3,7,1,6,2,3,7,0.9,6,2.01,0.03,264,15,97,161,6,2,264,0,1,0,2,0,211,0,0,2,0,0,0.67,0,0,NA,8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,3,3,270,0,1,0,0,0,0,0,0,0.33,0.33,0,0.33,0.2,0.2,0.7,0.9,0.05,0.24,0.29,0.05,0.29
Thibaut Courtois,GK,Belgium,30,1992,3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,108,123,87.8,2642,1731,20,20,100,66,66,100,22,37,59.5,0,0,0,0,0,2,0,0,0,123,84,39,3,0,0,0,0,0,0,0,0,108,0,0,3,270,90,100,3,90,3,0,NA,0,1.33,1,2,-1,-0.33,NA,4.7,4.6,0.2,0.05,NA,129,121,128,1,0,0,129,1,1,100,0,0,66,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thilo Kehrer,DF,Germany,26,1996,0.8,6,2,4,1,1,3,3,100,0,1,0,1,3,9,2,0,1,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,2,0,0,0,3,0,0,NA,22,29,75.9,356,155,12,15,80,7,9,77.8,2,2,100,0,0,0,0,0,1,0,0,1,29,24,5,0,0,0,0,5,0,0,0,0,22,0,2,1,69,69,25.6,1,69,0,0,NA,2,1,0,1,-1,-1.3,-2.2,0.3,0.6,-0.4,-0.46,-3.6,43,3,21,15,7,0,43,0,0,NA,1,0,20,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Delaney,MF,Denmark,31,1991,0.5,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,66.7,24,29,82.8,394,73,11,12,91.7,11,13,84.6,1,2,50,0,0,0,0,0,3,0,0,1,29,28,1,1,0,0,1,0,0,0,0,0,24,0,1,1,44,44,16.3,1,44,0,0,NA,0,1,0,0,0,0,0.8,0.2,0.7,-0.5,-1.1,-0.85,31,2,6,19,6,1,31,0,0,NA,0,0,23,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Meunier,DF,Belgium,31,1991,2.3,6,6,3,3,0,4,5,80,1,1,0,1,2,8,5,0,7,2.99,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,6,2,6,0,0,0,13,2,3,40,110,147,74.8,2169,632,37,44,84.1,58,70,82.9,15,28,53.6,0,0.5,0,-0.5,3,8,2,0,9,147,130,17,2,1,2,6,15,0,0,0,0,110,0,5,3,211,70,78.1,2,83,0,1,45,0,1.33,0,1,-1,-0.43,-0.43,3.8,2.2,1.6,0.69,2.9,167,6,56,69,42,2,167,1,3,33.3,2,1,114,13,0,3,1,33.3,1.28,0.43,0,0,19.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,3,2,211,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.09,0.21,0.3,0.09,0.3
Thomas M??ller,FW,Germany,33,1989,2.2,2,2,0,1,1,1,2,50,1,4,0,4,1,3,0,0,10,4.5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,2,0,0,0,1,1,7,12.5,56,78,71.8,722,184,35,44,79.5,14,19,73.7,2,4,50,0,0.6,0.5,-0.6,8,2,4,1,6,78,73,4,0,0,0,5,3,0,0,0,0,56,1,4,3,201,67,74.4,3,67,0,0,NA,0,1.33,2,2,0,0,-1.3,4.5,1.8,2.7,1.24,-3.79,91,0,6,35,52,13,91,0,0,NA,4,2,71,11,0,3,0,0,1.34,0,0,NA,11.3,0,0,0,0.3,0.3,0.1,-0.3,-0.3,3,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,0.14,0.28,0.42,0.14,0.42
Thomas Partey,MF,Ghana,29,1993,3,9,5,8,1,0,4,4,100,0,8,2,6,0,9,8,0,6,2,6,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0,0,3,2,0,1,0,5,0,0,0,21,6,3,66.7,146,176,83,2483,822,67,76,88.2,58,65,89.2,16,25,64,0,0.1,0.2,-0.1,2,18,2,0,14,176,171,5,5,0,1,1,0,0,0,0,0,146,0,2,3,270,90,100,3,90,3,0,NA,0,1,5,7,-2,-0.67,NA,4.1,5.6,-1.4,-0.48,NA,220,17,66,129,28,3,220,3,3,100,5,4,148,5,0,2,0,0,0.67,0,0,NA,16.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.07,0.02,0.09,0.07,0.09
Thorgan Hazard,FW,Belgium,29,1993,1.2,3,2,2,0,1,0,2,0,2,4,0,4,0,3,0,0,9,7.64,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,9,0,2,0,0,0,6,0,3,0,40,58,69,764,231,14,21,66.7,20,23,87,4,8,50,0,1.3,0.8,-1.3,6,2,1,0,4,58,43,14,1,0,0,9,6,7,3,3,0,40,1,2,2,106,53,39.3,1,74,0,1,32,1,0.5,0,1,-1,-0.85,-0.85,2.9,1.2,1.7,1.45,2.31,66,0,11,26,30,2,66,0,2,0,4,0,39,9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0,1.07,1.07,0,1.07
Tim Ream,DF,United States,35,1987,4,4,3,1,3,0,3,3,100,0,2,1,1,4,8,12,0,2,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4,3,0,0,0,19,6,8,42.9,245,276,88.8,5012,1646,66,70,94.3,153,163,93.9,25,37,67.6,0,0,0,0,0,18,0,0,17,276,269,7,5,0,4,0,2,0,0,0,0,245,0,2,4,360,90,100,4,90,4,0,NA,0,1.25,3,4,-1,-0.25,NA,4.1,4.4,-0.3,-0.07,NA,305,25,117,180,9,3,305,2,2,100,4,0,203,0,0,1,0,0,0.25,0,0,NA,3.7,0,0,0,0.3,0.3,0.3,-0.3,-0.3,4,4,360,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.07,0,0.07,0.07,0.07
Timothy Castagne,DF,Belgium,27,1995,3,7,4,6,1,0,4,6,66.7,2,1,0,1,2,9,4,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,4,0,0,0,9,2,3,40,176,202,87.1,3309,951,65,68,95.6,92,107,86,18,21,85.7,0,0,0.1,0,0,15,0,0,9,202,183,19,4,0,0,3,15,0,0,0,0,176,0,4,3,270,90,100,3,90,3,0,NA,0,1.33,1,2,-1,-0.33,NA,4.7,4.6,0.2,0.05,NA,229,11,80,119,30,2,229,0,2,0,3,0,164,6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Weah,FW,United States,22,2000,3.5,0,0,0,0,0,0,1,0,1,5,0,5,0,0,0,0,7,1.99,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,0,0,0,0,0,10,2,3,40,90,108,83.3,1291,206,58,67,86.6,21,23,91.3,7,10,70,0,0.4,0.2,-0.4,6,6,2,2,4,108,107,1,0,0,1,8,1,0,0,0,0,90,0,4,4,316,79,87.8,4,79,0,0,NA,0,1.25,2,3,-1,-0.28,-0.28,3.4,2.6,0.8,0.23,2.51,132,0,8,54,72,11,132,2,2,100,9,5,99,18,1,5,3,60,1.42,0.85,0.2,0.33,17.5,0,0,0,0.6,0.6,0.13,0.4,0.4,4,4,316,1,0,1,0,0,0,0,0.28,0,0.28,0.28,0.28,0.6,0.6,0.4,1.1,0.18,0.12,0.31,0.18,0.31
Toby Alderweireld,DF,Belgium,33,1989,3,4,2,4,0,0,2,5,40,3,3,1,2,0,4,19,0,3,1,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,9,1,2,33.3,248,273,90.8,5259,1904,58,60,96.7,166,172,96.5,24,39,61.5,1,0.3,0.4,0.7,1,17,2,0,10,273,270,3,3,2,2,2,0,0,0,0,0,248,0,2,3,270,90,100,3,90,3,0,NA,0,1.33,1,2,-1,-0.33,NA,4.7,4.6,0.2,0.05,NA,303,40,172,127,8,1,303,0,0,NA,2,0,243,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,270,0,1,0,0,0,0,0,0,0.33,0.33,0,0.33,0,0,0.3,0.3,0,0.11,0.11,0,0.11
Trent Alexander-Arnold,DF,England,24,1998,0.4,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,21,23,91.3,361,167,8,8,100,13,13,100,0,1,0,0,0,0,0,0,0,1,0,3,23,20,2,1,0,0,0,1,0,0,0,0,21,1,0,1,34,34,9.4,0,NA,0,1,34,3,3,1,0,1,2.65,0.16,1.2,0.2,1,2.58,1.98,24,0,10,12,2,0,24,0,0,NA,0,0,15,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Adams,MF,United States,23,1999,4,11,9,7,4,0,3,7,42.9,4,6,0,6,4,15,6,0,3,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0,2,4,9,0,0,0,33,5,2,71.4,241,271,88.9,4348,1095,111,121,91.7,103,110,93.6,24,27,88.9,0,0.4,0.4,-0.4,2,23,3,0,17,271,255,14,11,1,4,2,3,0,0,0,0,241,2,4,4,360,90,100,4,90,4,0,NA,0,1.25,3,4,-1,-0.25,NA,4.1,4.4,-0.3,-0.07,NA,307,8,67,205,36,0,307,1,1,100,4,3,192,2,0,1,0,0,0.25,0,0,NA,30.4,0,0,0,0,0,0.02,0,0,4,4,360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.5,0.01,0.11,0.12,0.01,0.12
Unai Sim??n,GK,Spain,25,1997,4.3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,100,150,160,93.8,3167,2017,38,38,100,92,95,96.8,20,27,74.1,0,0,0,0,0,0,0,0,1,160,136,24,2,0,0,0,0,0,0,0,0,150,0,0,4,390,98,100,4,98,4,0,NA,0,1.25,9,3,6,1.38,NA,6.2,3.4,2.7,0.68,0.68,167,133,163,4,0,0,167,0,0,NA,0,0,112,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,4,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uriel Antuna,FW,Mexico,25,1997,0.9,4,3,1,2,1,2,2,100,0,1,0,1,0,4,0,0,1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,3,0,0,0,1,0,2,0,12,20,60,169,43,8,10,80,3,4,75,1,2,50,0,0,0.1,0,1,0,1,1,0,20,19,1,0,0,0,7,1,0,0,0,0,12,0,3,3,77,26,28.5,0,NA,0,3,26,0,1.33,2,2,0,0,0.47,1.4,1.1,0.2,0.29,-0.02,33,0,2,14,18,1,33,0,1,0,6,0,24,6,0,2,1,50,2.34,1.17,0,0,16.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.18,0.02,0.2,0.18,0.2
